[21:39:28] [main/INFO]: ModLauncher running: args [--username, nolybutt, --version, 1.21.1, --gameDir, C:\Users\nolyn\AppData\Roaming\ATLauncher\instances\SaltWaterBassBoosted, --assetsDir, C:\Users\nolyn\AppData\Roaming\ATLauncher\assets, --assetIndex, 17, --uuid, 1eb4eefd-5d54-4f3d-b561-998578914989, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.213, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width=1280, --height=720]
[21:39:28] [main/INFO]: JVM identified as Eclipse Adoptium OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[21:39:28] [main/INFO]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[21:39:28] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[21:39:28] [main/INFO]: Trying GL version 4.6
[21:39:28] [main/INFO]: Requested GL version 4.6 got version 4.6
[21:39:28] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/nolyn/AppData/Roaming/ATLauncher/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23121!/ Service=ModLauncher Env=CLIENT
[21:39:28] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.213:client]
[21:39:28] [main/INFO]: Found mod file "neoforge-21.1.213-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\nolyn\AppData\Roaming\ATLauncher\libraries\net\neoforged\neoforge\21.1.213\neoforge-21.1.213-universal.jar]], reader: mod manifest]
[21:39:28] [main/INFO]: Found library file "~nonexistent" [locator: org.sinytra.connector.locator.ConnectorEarlyLocatorBootstrap@2b5cb9b2]
[21:39:28] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 5070 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 581.57, NVIDIA Corporation
[21:39:30] [main/INFO]: Found mod file "fabric-screen-handler-api-v1-1.3.88+8dbc56dd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "cobalt-0.9.6.jar" [parent: cc-tweaked-1.21.1-forge-1.116.1.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-resource-loader-v0-1.3.1+4ea8954419.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "TRender-1.0.7-1.21.1-neoforge-SNAPSHOT.jar" [parent: entityculling-neoforge-1.9.2-mc1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-rendering-v1-5.0.5+c290471319.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-renderer-indigo-1.7.0+4198af7119.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "yabn-1.0.3.jar" [parent: resourcefullib-neoforge-1.21-3.0.12.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "kotlinx-io-bytestring-jvm-0.7.0.jar" [parent: KotlinLangForge-2.6.0-k2.1.10-3.0+neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "net.caffeinemc.sodium-neoforge-0.6.13+mc1.21.1-service.jar" [parent: sodium-neoforge-0.6.13+mc1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "kotlinx-coroutines-jdk8-1.10.2.jar" [parent: kotlinforforge-5.10.0-all.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "c2me-rewrites-chunk-system-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "rxjava-3.1.12.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "Reflect-1.3.4.jar" [parent: ImmediatelyFast-NeoForge-1.6.7+1.21.1.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-particles-v1-4.0.2+824f924c19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "animated-gif-lib-for-java-animated-gif-lib-1.7.jar" [parent: kubejs-neoforge-2101.7.2-build.286.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "kotlinx-io-core-jvm-0.7.0.jar" [parent: KotlinLangForge-2.6.0-k2.1.10-3.0+neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "c2me-opts-worldgen-vanilla-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "common-image-3.12.0.jar" [parent: yet_another_config_lib_v3-3.8.0+1.21.1-neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "c2me-opts-scheduling-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-transitive-access-wideners-v1-6.2.0+6c854b6f19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "jankson-1.2.2.jar" [parent: owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "gson-0.1.5.1.jar" [parent: owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "jzlib-1.1.3.jar" [parent: cc-tweaked-1.21.1-forge-1.116.1.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-api-base-0.4.42+d1308dedd1.jar" [parent: owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-blockrenderlayer-v1-1.1.52+c290471319.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "pngj-2.1.0.jar" [parent: journeymap-neoforge-1.21.1-6.0.0-beta.52.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-block-api-v1-1.0.22+a6e994cd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "thedarkcolour.kfflang-5.10.0.jar" [parent: kotlinforforge-5.10.0-all.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "c2me-server-utils-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-resource-conditions-api-v1-4.3.0+5bdd099819.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "luaj-jse-3.0.8-figura.jar" [parent: tacz-neoforge-1.21.1-1.1.6-hotfix-r5.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found gamelibrary file "thedarkcolour.kfflib-5.10.0.jar" [parent: kotlinforforge-5.10.0-all.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "thedarkcolour.kffmod-5.10.0.jar" [parent: kotlinforforge-5.10.0-all.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "gson-0.2.1.jar" [parent: yet_another_config_lib_v3-3.8.0+1.21.1-neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found library file "kotlin-reflect-2.2.20.jar" [parent: kotlinforforge-5.10.0-all.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "flywheel-neoforge-1.21.1-1.0.4.jar" [parent: vanillin-neoforge-1.21.1-1.1.3.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-item-group-api-v1-4.1.7+e324903319.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-gametest-api-v1-2.0.5+29f188ce19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "c2me-notickvd-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "glsl-transformer-2.0.1.jar" [parent: iris-neoforge-1.8.12+mc1.21.1.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-biome-api-v1-13.0.31+1e62d33c19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "c2me-opts-worldgen-general-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "c2me-opts-chunkio-mc1.21.1-0.3.0+alpha.0.82.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.82.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "json-0.2.1.jar" [parent: yet_another_config_lib_v3-3.8.0+1.21.1-neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-registry-sync-v0-5.2.0+867470b919.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-recipe-api-v1-5.0.14+59440bcc19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-object-builder-api-v1-15.2.1+cc242efd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-sound-api-v1-1.0.23+10b84f8419.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-message-api-v1-6.0.13+e053909619.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found library file "common-lang-3.12.0.jar" [parent: yet_another_config_lib_v3-3.8.0+1.21.1-neoforge.jar, locator: jarinjar]
[21:39:30] [main/INFO]: Found mod file "fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Found mod file "fabric-events-interaction-v0-0.7.13+7b71cc1619.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[21:39:30] [main/INFO]: Fabric mod metadata not found in jar kotlinforforge.all, ignoring
[21:39:30] [main/INFO]: Fabric mod metadata not found in jar kotori_scala, ignoring
[21:39:30] [main/INFO]: Dependency resolution found 2 candidates to load
[21:39:30] [main/INFO]: Found mod file "enhancedblockentities-0.10.2+1.21_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@384fc774]
[21:39:30] [main/INFO]: Found mod file "inventory-1.9.10_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@384fc774]
[21:39:30] [main/INFO]: Found 2 dependencies adding them to mods collection
[21:39:30] [main/INFO]: Found mod file "org.sinytra.connector-2.0.0-beta.10+1.21.1-mod.jar" [parent: , locator: org.sinytra.connector.locator.ConnectorLocator@384fc774, reader: mod manifest]
[21:39:30] [main/INFO]: Found gamelibrary file "runtime-1.0.0+1.21.1.jar" [parent: , locator: org.sinytra.connector.locator.ConnectorLocator@384fc774, reader: mod manifest]
[21:39:30] [main/INFO]: 
     Mod List:
		Name Version (Mod Id)

		[Let's Do] Farm & Charm 1.1.12 (farm_and_charm)
		Advanced Peripherals 0.7.57b (advancedperipherals)
		AlmostUnified 1.21.1-1.3.0 (almostunified)
		Aquaculture 2 2.7.14 (aquaculture)
		Aquaculture Delight 1.2.0 (aquaculturedelight)
		Architectury 13.0.8 (architectury)
		AsyncParticles 3.3.11 (asyncparticles)
		Athena 4.0.2 (athena)
		Atmospheric Water Generator 1.0.9 (atmosphericwatergenerator)
		Balanced Crates 1.8.2.1.21.1 (balanced_crates)
		BetterBlockZ 0.1.4 (betterblockz)
		Biomes O' Plenty 21.1.0.12 (biomesoplenty)
		Bloodmoon Update 1.0.0-1.21.1 (bloodmoon)
		Cable Tiers 1.21.1-0.5.1 (cabletiers)
		Caelus API 7.0.1+1.21.1 (caelus)
		CC: Tweaked 1.116.1 (computercraft)
		CC:C Bridge 1.7.2 (cccbridge)
		Cig Craft 0.7 (cig_craft)
		Cloth Config v15 API 15.0.140 (cloth_config)
		Coffee Delight 1.4.1 (coffee_delight)
		Collective 8.11 (collective)
		Common Networking 1.0.18-1.21.1 (commonnetworking)
		Compat Delight 1.0.1.1 (compatdelight)
		Concurrent Chunk Management Engine 0.3.0+alpha.0.82+1.21.1 (c2me)
		Concurrent Chunk Management Engine (Base) 0.3.0+alpha.0.82+1.21.1 (c2me_base)
		Concurrent Chunk Management Engine (Client/Uncap View Distance) 0.3.0+alpha.0.82+1.21.1 (c2me_client_uncapvd)
		Concurrent Chunk Management Engine (Fixes/Chunk IO/Threading Issues) 0.3.0+alpha.0.82+1.21.1 (c2me_fixes_chunkio_threading_issues)
		Concurrent Chunk Management Engine (Fixes/General/Threading Issues) 0.3.0+alpha.0.82+1.21.1 (c2me_fixes_general_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Threading Issues) 0.3.0+alpha.0.82+1.21.1 (c2me_fixes_worldgen_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Vanilla Bugs) 0.3.0+alpha.0.82+1.21.1 (c2me_fixes_worldgen_vanilla_bugs)
		Concurrent Chunk Management Engine (No Tick View Distance) 0.3.0+alpha.0.82+1.21.1 (c2me_notickvd)
		Concurrent Chunk Management Engine (Optimizations/Chunk IO) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_chunkio)
		Concurrent Chunk Management Engine (Optimizations/Density Function Compiler) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_dfc)
		Concurrent Chunk Management Engine (Optimizations/General WorldGen) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_worldgen_general)
		Concurrent Chunk Management Engine (Optimizations/Math) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_math)
		Concurrent Chunk Management Engine (Optimizations/Memory Allocations) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_allocs)
		Concurrent Chunk Management Engine (Optimizations/Natives Math) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_natives_math)
		Concurrent Chunk Management Engine (Optimizations/Scheduling) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_scheduling)
		Concurrent Chunk Management Engine (Optimizations/Vanilla WorldGen) 0.3.0+alpha.0.82+1.21.1 (c2me_opts_worldgen_vanilla)
		Concurrent Chunk Management Engine (Rewrites/Chunk IO) 0.3.0+alpha.0.82+1.21.1 (c2me_rewrites_chunkio)
		Concurrent Chunk Management Engine (Rewrites/Chunk Serializer) 0.3.0+alpha.0.82+1.21.1 (c2me_rewrites_chunk_serializer)
		Concurrent Chunk Management Engine (Rewrites/Chunk System) 0.3.0+alpha.0.82+1.21.1 (c2me_rewrites_chunk_system)
		Concurrent Chunk Management Engine (Server Utils) 0.3.0+alpha.0.82+1.21.1 (c2me_server_utils)
		Concurrent Chunk Management Engine (Threading/Lighting) 0.3.0+alpha.0.82+1.21.1 (c2me_threading_lighting)
		conditional mixin 0.6.4 (conditional_mixin)
		ConfigLib TXF 7.2.8-neoforge (configlibtxf)
		ConnectedTexturesMod 1.21-1.2.1+3 (ctm)
		CorgiLib 5.0.0.7 (corgilib)
		Corn Delight 1.1.8-1.21.1 (corn_delight)
		Crate Delight 25.09.22-1.21-neoforge (cratedelight)
		Crate Delight: Croptopia 24.12.27-1.21-neoforge (cratedelightcroptopia)
		Create 6.0.6 (create)
		Create Crafts & Additions 1.5.5 (createaddition)
		Create crowns More burners compat 1.0.0 (createmoreburnerscompat)
		Create delicious teas 1.0 (createtea)
		Create Diesel Generators 1.21.1-1.3.5 (createdieselgenerators)
		Create Encased 1.7.2-fix1 (createcasing)
		Create More: Linked Remote 1.1.1 (cmlinkedremote)
		Create Oh The Biomes We ve Gone Compat 0.0NONE (create_otbwg_compat)
		Create Oh The Biomes We ve Gone Compat 0.0NONE (create_sophback_compat)
		Create Oritech Compat 1.0 (createoritechcompat)
		Create Simple Generator 1.0.8-1.21.1 (create_simple_generator)
		Create Slice & Dice 4.1.2 (sliceanddice)
		Create Stuff 'N Additions 2.1.0. (create_sa)
		Create Train Parts 0.3.2 (create_train_parts)
		Create: Bells & Whistles 0.4.7-1.21.1 (bellsandwhistles)
		Create: Better Motors 3.1.5 (create_better_motors)
		Create: Blocks & Bogies 1.0.5 (create_bb)
		Create: CC Total Logistics 0.3.6 (createcclogistics)
		Create: Central Kitchen 2.2.4 (create_central_kitchen)
		Create: Connected 1.1.6-mc1.21.1 (create_connected)
		Create: Copycats+ 3.0.2+mc.1.21.1-neoforge (copycats)
		Create: Cultivation Craft 0.1.3 (create_cultivation)
		Create: Cyber Goggles 6.5.15 (create_cyber_goggles)
		Create: Dragons Plus 1.8.1 (create_dragons_plus)
		Create: Dreams n' Desires 2.2c-BETA (dndesires)
		Create: Extra Casing 4.0.4 (create_extra_casing)
		Create: Fishery Industry 4.2.2 (createfisheryindustry)
		Create: Food 2.0.0-beta-3 (createfood)
		Create: Framed 1.6.8 (createframed)
		Create: Integrated Farming 1.1.2b (create_integrated_farming)
		Create: Ironworks 4.0.0 (create_ironworks)
		Create: Ornithopter Glider 1.0.3-1.21.1 (createornithopterglider)
		Create: Oxidized 0.1.3 (create_oxidized)
		Create: Power Loader 2.0.3-mc1.21.1 (create_power_loader)
		Create: Prismatic Shine 1.1.3 (createprism)
		Create: Storage 1.1.4 (fxntstorage)
		create: things and misc 1.0.0 (create_things_and_misc)
		Create: Ultimate Factory 2.2.1 (create_ultimate_factory)
		Create: Vibrant Vaults 0.3.2 (create_vibrant_vaults)
		CreateBetterFps 1.1.3 (createbetterfps)
		Creating Rotation Operated With Nuclear Science 1.4d (crowns)
		Croptopia 4.2.1 (croptopia)
		CrystalRecipes 1.0.0 (crystalrecipes)
		Curios API 9.5.1+1.21.1 (curios)
		Cutting Delight 1.0.0-beta (cuttingdelight)
		Decorative lattices 1.0 (decorativelattices)
		Decorative wooden lattices 1.2 (decorativewoodenlattices)
		Design n' Decor 2.1.0 (dndecor)
		DimStorage 9.1.0 (dimstorage)
		disable_oritech_ores 1.21 (disable_oritech_ores)
		Double Doors 7.1 (doubledoors)
		Dramatic Doors 1.21.1-3.3.2 (dramaticdoors)
		Dumpling's Delight Rewrapped 1.3.0 (dumplings_delight)
		Dynamic FPS 3.9.5 (dynamic_fps)
		EdivadLib 3.0.0 (edivadlib)
		Enderman Overhaul 2.0.2 (endermanoverhaul)
		Energized Power 1.21.1-2.15.4-neoforge (energizedpower)
		Energized Power - Biomes O' Plenty 1.21.1-1.0.0-neoforge (energizedpowerbop)
		Enhanced Block Entities 0.10.21.21 (enhancedblockentities)
		EntityCulling 1.9.2 (entityculling)
		EpheroLib 1.2.0 (epherolib)
		Every Compat 1.21-2.11.12 (everycomp)
		Extra Disks 1.21.1-4.0.14 (extradisks)
		ExtraStorage 5.0.7 (extrastorage)
		Farmer's Cutting: Biomes O' Plenty 2.0.0 (fcbop)
		Farmer's Cutting: Oh The Biomes We've Gone 1.21.1-2.1-neoforge (mr_farmers_cuttingohthebiomeswevegone)
		Farmer's Delight 1.2.9 (farmersdelight)
		Fastquit 3.0.1+1.21neoforge (fastquit)
		Ferrite Core 7.0.2 (ferritecore)
		Fluid Tank 21.1.7 (fluidtank)
		FluidSystem 5.0.0 (fluidsystem)
		Flux Network x CC: Tweaked 1.21.1-1.0.0 (fncct)
		Flux Networks 8.0.0 (fluxnetworks)
		Flywheel 1.0.4 (flywheel)
		Forgified Fabric API 0.115.6+2.1.4+1.21.1 (fabric_api)
		Forgified Fabric API Base 0.4.42+d1308dedd1 (fabric_api_base)
		Forgified Fabric API Lookup API (v1) 1.6.70+c290471319 (fabric_api_lookup_api_v1)
		Forgified Fabric Biome API (v1) 13.0.31+1e62d33c19 (fabric_biome_api_v1)
		Forgified Fabric Block API (v1) 1.0.22+a6e994cd19 (fabric_block_api_v1)
		Forgified Fabric BlockRenderLayer Registration (v1) 1.1.52+c290471319 (fabric_blockrenderlayer_v1)
		Forgified Fabric BlockView API (v2) 1.0.11+e9036fd419 (fabric_block_view_api_v2)
		Forgified Fabric Client Tags 1.1.15+e053909619 (fabric_client_tags_api_v1)
		Forgified Fabric Command API (v2) 2.2.28+36d727be19 (fabric_command_api_v2)
		Forgified Fabric Content Registries (v0) 8.0.18+c290471319 (fabric_content_registries_v0)
		Forgified Fabric Convention Tags 2.1.4+7f945d5b19 (fabric_convention_tags_v1)
		Forgified Fabric Convention Tags (v2) 2.11.0+87e5848019 (fabric_convention_tags_v2)
		Forgified Fabric Data Attachment API (v1) 1.4.3+c290471319 (fabric_data_attachment_api_v1)
		Forgified Fabric Data Generation API (v1) 20.2.28+2d91a6db19 (fabric_data_generation_api_v1)
		Forgified Fabric Entity Events (v1) 1.7.0+1af6e62419 (fabric_entity_events_v1)
		Forgified Fabric Events Interaction (v0) 0.7.13+7b71cc1619 (fabric_events_interaction_v0)
		Forgified Fabric Game Rule API (v1) 1.0.53+36d727be19 (fabric_game_rule_api_v1)
		Forgified Fabric Game Test API (v1) 2.0.5+29f188ce19 (fabric_gametest_api_v1)
		Forgified Fabric Item API (v1) 11.1.1+57cdfa8219 (fabric_item_api_v1)
		Forgified Fabric Item Group API (v1) 4.1.7+e324903319 (fabric_item_group_api_v1)
		Forgified Fabric Key Binding API (v1) 1.0.47+62cc7ce119 (fabric_key_binding_api_v1)
		Forgified Fabric Lifecycle Events (v1) 2.5.0+a2ee258a19 (fabric_lifecycle_events_v1)
		Forgified Fabric Loot API (v2) 3.0.15+a3ee712d19 (fabric_loot_api_v2)
		Forgified Fabric Loot API (v3) 1.0.3+333dfad919 (fabric_loot_api_v3)
		Forgified Fabric Message API (v1) 6.0.13+e053909619 (fabric_message_api_v1)
		Forgified Fabric Model Loading API (v1) 2.0.0+986ae77219 (fabric_model_loading_api_v1)
		Forgified Fabric Networking API (v1) 4.3.0+30a980d919 (fabric_networking_api_v1)
		Forgified Fabric Object Builder API (v1) 15.2.1+cc242efd19 (fabric_object_builder_api_v1)
		Forgified Fabric Particles (v1) 4.0.2+824f924c19 (fabric_particles_v1)
		Forgified Fabric Recipe API (v1) 5.0.14+59440bcc19 (fabric_recipe_api_v1)
		Forgified Fabric Registry Sync (v0) 5.2.0+867470b919 (fabric_registry_sync_v0)
		Forgified Fabric Renderer - Indigo 1.7.0+4198af7119 (fabric_renderer_indigo)
		Forgified Fabric Renderer API (v1) 3.4.0+acb05a3919 (fabric_renderer_api_v1)
		Forgified Fabric Rendering (v1) 5.0.5+c290471319 (fabric_rendering_v1)
		Forgified Fabric Rendering Data Attachment (v1) 0.3.49+73761d2e19 (fabric_rendering_data_attachment_v1)
		Forgified Fabric Rendering Fluids (v1) 3.1.6+857185bc19 (fabric_rendering_fluids_v1)
		Forgified Fabric Resource Conditions API (v1) 4.3.0+5bdd099819 (fabric_resource_conditions_api_v1)
		Forgified Fabric Resource Loader (v0) 1.3.1+4ea8954419 (fabric_resource_loader_v0)
		Forgified Fabric Screen API (v1) 2.0.25+4228281319 (fabric_screen_api_v1)
		Forgified Fabric Screen Handler API (v1) 1.3.88+8dbc56dd19 (fabric_screen_handler_api_v1)
		Forgified Fabric Sound API (v1) 1.0.23+10b84f8419 (fabric_sound_api_v1)
		Forgified Fabric Transfer API (v1) 5.4.2+a25cb45619 (fabric_transfer_api_v1)
		Forgified Fabric Transitive Access Wideners (v1) 6.2.0+6c854b6f19 (fabric_transitive_access_wideners_v1)
		Framework 0.9.6 (framework)
		Frostbyte's Improved Inventory 1.9.10 (inventory)
		FTB Jei Extras 21.1.7 (ftbjeiextras)
		Fusion 1.2.11+b (fusion)
		GeckoLib 4 4.8.2 (geckolib)
		GlitchCore 2.1.0.0 (glitchcore)
		Glowing Glass 1.0.0 (glowing_glass)
		Goonie Sanders Local Expanders 1.0.0 (gooniesanderslocalexpanders)
		Grand Power 3.0.2 (grandpower)
		Graves 1-v2.4.2 (mr_ly_graves)
		GuideME 21.1.15 (guideme)
		Heavy Storms 0.1.0 (heavy_storms)
		ImmediatelyFast 1.6.7+1.21.1 (immediatelyfast)
		Immersive Aircraft 1.4.1+1.21.1 (immersive_aircraft)
		Industrial Foregoing 1.21-3.6.36 (industrialforegoing)
		Industrial Foregoing Additional 1.0.1b (industrialforegoingadditional)
		Inventory Profiles Next 2.2.0 (inventoryprofilesnext)
		Iris 1.8.12-snapshot+mc1.21.1-local (iris)
		Iris Flywheel Compat 2.0.4 (irisflw)
		Jade 15.10.3+neoforge (jade)
		Jade Addons 6.1.0+neoforge (jadeaddons)
		JEI Integration Reborn 1.0.2 (jei_integration_reborn)
		Journeymap 1.21.1-6.0.0-beta.52 (journeymap)
		JourneyMap API 2.0.0 (journeymap_api)
		Just Enough Items 19.25.0.323 (jei)
		Just Enough Mekanism Multiblocks 7.11 (jei_mekanism_multiblocks)
		Just Enough Resources 1.6.0.17 (jeresources)
		Just Pump Mod 1.0.0 (justpump)
		Just Zoom 2.1.0 (justzoom)
		Konkrete 1.9.9 (konkrete)
		Kotlin For Forge 5.10.0 (kotlinforforge)
		KubeJS 2101.7.2-build.286 (kubejs)
		Launchers 3.2.1 (launchersmodneoforge)
		libIPN 6.6.0 (libipn)
		Lithium 0.15.0+mc1.21.1 (lithium)
		Lithostitched 1.5.0 (lithostitched)
		M.R.U 1.0.19+LTS+1.21.1+neoforge (mru)
		Macaw's Doors 1.1.2 (mcwdoors)
		Macaw's Fences and Walls 1.2.0 (mcwfences)
		Macaw's Windows 2.4.1 (mcwwindows)
		Man of Many Planes 0.2.1+1.21.1 (man_of_many_planes)
		MekaGenJei 1.1-hotfix1 (mekagenjei)
		Mekanism 10.7.17 (mekanism)
		Mekanism Covers 1.3-BETA+1.21 (mekanismcovers)
		Mekanism Curios 1.2.1 (mekanismcurios)
		Mekanism Lasers 1.1.10.2 (mekanism_lasers)
